id,game_id,name,storyline,first_release_date,follow_count,hype_count,critic_rating_value,critic_rating_count,user_rating_value,user_rating_count
421,73452,Lionheart,NULL,1993-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
829,128845,Thomas the Tank Engine & Friends,NULL,1993-11-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
938,46170,J League Champion Soccer,NULL,1993-03-26 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
1047,78789,Tony La Russa Baseball,NULL,1993-03-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
1083,40266,Bombjack Twin,NULL,1993-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
1298,150081,Dino Hunt,NULL,1993-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
2157,66867,Pachinko Wars II,NULL,1993-12-17 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
2374,93193,Get the Girl!,NULL,1993-01-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
2520,35504,Major Stryker,NULL,1993-01-15 00:00:00.000,NULL,NULL,NULL,NULL,60.0000,0
3202,39039,Super Putty,NULL,1993-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
3315,165408,Sensible Soccer: European Champions,NULL,1993-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
3446,42451,Super Slapshot,NULL,1993-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
3525,95511,Nomad,NULL,1993-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
3545,3357,Microsoft Flight Simulator 5.0,NULL,1993-12-31 00:00:00.000,1,1,NULL,NULL,NULL,NULL
3948,134153,Superman: The Man of Steel,NULL,1993-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
4005,151916,Socrates Chess 3,NULL,1993-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
4012,151913,Mephisto Genius 2,NULL,1993-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
4165,40428,Super Cup Finals,NULL,1993-06-05 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
4383,77143,Alfapet,NULL,1993-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
4505,76466,Silverball,NULL,1993-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
4697,2396,WW2 Air Force Commander,NULL,1993-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
4924,131738,Now That's What I Call Games 2,NULL,1993-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
5065,39585,Tao Taido,NULL,1993-05-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
5132,73270,Eagle Eye Mysteries in London,NULL,1993-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
5171,38352,Action Pachio,NULL,1993-04-09 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
5292,14669,Dylan Dog: Ombre,NULL,1993-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
5359,40136,Fire Ball,NULL,1993-01-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
5538,46350,The Excellent Dizzy Collection,NULL,1993-12-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
5550,4262,Princess Maker 2,NULL,1993-06-15 00:00:00.000,3,NULL,NULL,NULL,61.1225,6
5871,48945,The Flash,"Central City is Under Siege!
The Scarlet Speedster has his hands full!

Gangs of cutthroats, rogues and maniacs have launched an all out assault on Central City. Shooting
wildly in high speed chases with the authorities, these bandits threaten to take control. Only the super speed of The Flash can halt the mayhem and bring these criminals to justice.

Which mysterious super villain has united all of Central City '3 underworld into an unstoppable army? Race through dark alleyways, gloomy dock-yards and a chemical warehouse to find out! Will The Flash discover which arch nemesis is up to his old tricks before it's too late?

-Super speed gives The Flash rapid fire attacks.

-Dodge bombs, bullets and poisonous gas with incredible speed.

-All the action and intensity of the TV Series!",1993-12-31 00:00:00.000,NULL,NULL,NULL,NULL,50.0000,3
5912,86025,C5 Clive,NULL,1993-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
6118,18634,Helious,NULL,1993-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
6211,76821,Alfred Chicken,NULL,1993-12-31 00:00:00.000,NULL,NULL,NULL,NULL,64.0000,0
6285,42575,Super Off Road: The Baja,NULL,1993-10-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
6375,100180,Equinox,NULL,1993-03-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
6423,37663,PC Genjin 3 Special,NULL,1993-05-02 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
6490,18939,Goal,NULL,1993-12-31 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
6570,39545,Magical Cat Adventure,NULL,1993-06-04 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
6890,69633,Jill of the Jungle: The Complete Trilogy,NULL,1993-12-31 00:00:00.000,2,NULL,NULL,NULL,NULL,NULL
7131,39385,Metamorphic Force,NULL,1993-09-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
7156,62298,Power Factor,"The plot of Power Factor is based around a video game within a video game concept: the players take on the role of a character who is in turn playing a virtual reality simulator at the Atarian Leisure Moon resort, in which he assumes the role of the hero Redd Ace. The virtual reality simulator, in the context of the game's fictional world, recreates Ace's famous historical battle against the Sinlendo Techmods from the parallel dimension of Ceeg that invaded his home universe to recover bomb components in the installations of the Ceegraian Power Station that were necessary to defeat alien race.",1993-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
7626,48985,God Medicine Hukkoku Ban,NULL,1993-07-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
7629,49130,Miracle Adventure Esparks,NULL,1993-01-11 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
7864,37131,Legend - The Four Crystals of Trazere,NULL,1993-01-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
7901,47589,Fire Suplex,NULL,1993-01-23 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
8321,39026,Deluxe Galaga,NULL,1993-11-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
8883,12350,Beavers,NULL,1993-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
9114,135643,A Journey Into Xanth,NULL,1993-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
9207,49121,Aa Harimanada,NULL,1993-07-02 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
9406,49066,Makai-Mura Gaiden: The Demon Darkness,NULL,1993-05-16 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
9534,14665,Dylan Dog: La Regina delle Tenebre,NULL,1993-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
9542,1896,Quest for Glory: Shadows of Darkness,NULL,1993-12-01 00:00:00.000,2,NULL,NULL,NULL,NULL,NULL
9641,41094,Suzuka 8 Hours 2,NULL,1993-06-05 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
9763,113549,Freaks!,NULL,1993-12-31 00:00:00.000,1,1,NULL,NULL,NULL,NULL
10139,37918,Mouryou Senki Madara 2,NULL,1993-07-16 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
10326,2521,The Fates of Twinion,NULL,1993-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
10431,45619,Kishi Densetsu,NULL,1993-08-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
11085,4240,Winning Post,NULL,1993-01-14 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
11358,48671,Fire 'n Ice,NULL,1993-01-24 00:00:00.000,NULL,NULL,NULL,NULL,79.1398,5
11513,74065,Edward Grabowski's The Blue & The Gray,NULL,1993-11-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
11616,12412,Companions of Xanth,NULL,1993-11-01 00:00:00.000,2,NULL,NULL,NULL,NULL,NULL
11669,186727,Ski Jump International v3,NULL,1993-12-31 00:00:00.000,NULL,1,NULL,NULL,NULL,NULL
12015,60330,Master Games 1,NULL,1993-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
12255,125616,Wrestling Superstars,NULL,1993-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
12351,70241,The Adventures of MicroMan,"MicroMan is the victim of a top-secret experiment that went terribly wrong.

Wearing a special weapons suit, Bob Jones voluntarily stepped into the Molecular Miniaturizer created by Dr. Schnapps. The doctor turned on the power and the miniaturization process began.

After a few moments of blinding white light, Bob Jones was reduced to the size of a few microns.

The experiment seemed to be a success but the Molecular Miniaturizer suddenly started smoking and a few seconds later, exploded, killing all those in the lab, including Dr. Schnapps.

Bob Jones, now known as MicroMan, was never found after the explosion.

However, since the Molecular Miniaturizer and its creator had both been destroyed, it didn't really matter – there was no hope to return MicroMan (formerly Bob Jones) to his original size.

MicroMan now finds himself in a strange and hostile world where he is one of the smallest inhabitants. Now, his mission is personal: to explore and stay alive.",1993-04-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
12417,44453,International Tennis Tour,NULL,1993-04-23 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
12450,40323,Grand Striker Human Cup,NULL,1993-06-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
12836,145382,Oscar Wilde's The Selfish Giant,NULL,1993-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
12848,8855,Raiden II,"Three years after the World Alliance Military is triumphant over the Cranassian invasion force, the remaining aliens on Earth have created an army to carry out their original mission to conquer the planet. To combat the collaborative army, a new weapon is developed for the Raiden - the ship designed to save the Earth three years ago - to use in another attempt to save our planet.",1993-12-31 00:00:00.000,2,NULL,NULL,NULL,76.6784,6
13000,79004,Thinkin' Things Collection 1,NULL,1993-12-31 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
13492,42738,Shin Nihon Pro Wrestling: Chou Senshi in Tokyo Dome -Fantastic Story-,NULL,1993-10-14 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
13530,131953,Buzzing Mario,NULL,1993-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
13976,4442,Chi Chi's Pro Challenge Golf,NULL,1993-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
14027,40239,Kero Kero Keroppi No Issyoni Asobou,NULL,1993-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
14058,42446,Super Nova,"The history of human fighting has continued since human ancestors grabbed the bones of beasts.

""Solar Defense War""

A long, long time has passed since the last battle with the enemy ""Belsar"", and the descendants of the planet Darius continued to thrive in permanent peace. They pioneered and established hundreds of planet states, established the Galactic Federation centered on the planet Olga, and were committed to mutual security cooperation and non-aggression between states. Even after thousands of years, the power that never fades, the growing machine “Silver Hawk”, a formal fighter of the Galactic Commonwealth Army, was deployed as a standard fighter in all federal member states and was in charge of security.

The wise men of the past had ordered numerous enhancements, improvements and mass production, in preparation for the imminent return of the invaders. Everyone has long since received the legendary names of two former heroes, Proco and Tiat, as legends. Young generations who wish to fight in such an era are considered foolish.

However, the history repeats itself. Now again, new war fronts are about to be opened in the corners of the galaxy. The huge and unknown enemy is different from the former “Belsar”. No, the former ""Belsar"" was only a small part of a larger army!",1993-09-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
14229,46167,Link Dragon,NULL,1993-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
14301,45544,Battle Mania 2,NULL,1993-05-16 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
14579,93010,Fido Dido,NULL,1993-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
14612,61180,Wakataka Oozumou: Yume no Kyoudai Taiketsu,NULL,1993-11-12 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
14660,63913,The Queen of Duellist,NULL,1993-06-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
14699,42253,Jissen Pachi-Slot Hisshouhou!,NULL,1993-12-26 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
14712,48855,SD Gundam World: Gachapon Sensei 5 - Battle of Universal Century,NULL,1993-01-22 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
14744,92940,Curses,NULL,1993-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
14782,16295,The Twisted Tales of Spike McFang,NULL,1993-03-19 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
14881,73604,Virtual Murder 1: Who Killed Sam Rupert,NULL,1993-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
14963,59520,GB Pachiokun,NULL,1993-11-19 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
15110,1932,Goblins 3,NULL,1993-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
15799,8743,Ken's Labyrinth,NULL,1993-01-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
16017,66252,Yumimi Mix,NULL,1993-01-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
16022,37797,Taikyoku Igo: Goliath,NULL,1993-05-14 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
16051,37966,Keiba Eight Special,NULL,1993-12-10 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
16590,40253,Ryu Jin,NULL,1993-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
16701,7737,Might and Magic V: Darkside of Xeen,NULL,1993-12-31 00:00:00.000,2,NULL,NULL,NULL,NULL,NULL
16895,48204,Rollerblade Racer,NULL,1993-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
17211,4510,The Games: Summer Challenge,NULL,1993-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
17431,18577,Battletoads In Battlemaniacs,"The story begins with the Battletoads visiting the Gyachung-La fortress in northern Tibet. Professor T. Bird has invited them there to witness the Psicone Corporation's first demonstration of their new virtual reality game system, T.R.I.P.S (Total Reality Integrated Playing System). While showing off the system's artificial world (entitled ""The Gamescape""), a pig of the apocalypse leaps out of the screen and kidnaps Michiko Tashoku (daughter of Psicone Corporation's CEO, Yuriko Tashoku). Zitz attempts to rescue her, but gets knocked out by the pig and captured as well. The pig escapes back into the Gamescape and Silas Volkmire appears on the screen, announcing his plans to turn the real world into his own Gamescape, and that Michiko and Zitz are being held captive under the evil Dark Queen. With nothing left to lose, Rash and Pimple enter the Gamescape to rescue their friends and stop Volkmire and the Dark Queen from fulfilling their plans.
Along the way, they fight Rocky, a giant stone pig, and race against Scuzz, a rat that challenges them all throughout the final level. The Battletoads finally reach the Dark Queen in her tower and defeat her, but she manages to escape again. Bird picks up Volkmire on his scanners and finds out that he is trying to escape using a teleporter, so the Battletoads leave the Gamescape and hop into the Battlecopter to chase after him.
Depending on the player's actions during this final gameplay segment, there are two possible endings that may occur. If the player is unable to shoot three missiles at Volkmire's teleporter, he gets away, and the Battletoads feel dejected knowing that Volkmire is free and the Dark Queen wants revenge. If the player successfully shoots three missiles at Volkmire's teleporter, the ship crashes in the Himalayas and is recovered, but Volkmire is nowhere to be found. Similarly to the first ending, it is alluded to that Volkmire and the Dark Queen will want revenge.",1993-06-06 00:00:00.000,2,NULL,NULL,NULL,59.9757,19
17652,49084,GB Basketball,NULL,1993-04-19 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
17761,95402,Overkill,NULL,1993-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
17925,44465,The Peace Keepers,NULL,1993-12-17 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
17957,37972,Jungle Wars 2: Kodai Mahou Atimos no Nazo,NULL,1993-03-19 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
18224,46203,R.B.I. Baseball '93,NULL,1993-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
18229,71704,Valhalla,NULL,1993-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
18407,12033,Dangerous Streets,NULL,1993-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
18456,75897,Kido Keisatstsu Patlabor: Griffon-hen,NULL,1993-09-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
18541,129129,Ancient Glory,NULL,1993-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
18747,39025,Doofus,NULL,1993-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
18841,48796,Pachi-Slot Adventure 2,NULL,1993-10-17 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
19204,73470,Shadow President,NULL,1993-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
19243,76198,Alien Bash,NULL,1993-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
19391,38353,Accele Brid,"Its the 23rd year of the Maimyo era. The 16th Accelebrid tournament is about to start at the G. Bowman Special Circuit. Ginei, the pilot of the Silver Mare, is getting ready for the first race. During the race a group of terrorists attack, taking control of the tracks obstacles and kidnaps Ginei's girlfriend, who also happens to be the team leader of the racing team.

Filled with nothing but vengeance, Ginei arms his racing mech and heads in pursuit.",1993-11-26 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
19665,78098,Pelé!,NULL,1993-12-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
19696,14654,Dominium,NULL,1993-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
19710,4398,Metal Fangs,NULL,1993-11-05 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
19803,37253,World Class Rugby,NULL,1993-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
20300,9574,Ultima VII: Part Two - Serpent Isle,NULL,1993-12-31 00:00:00.000,1,NULL,NULL,NULL,79.6644,6
20576,48994,Great Greed,NULL,1993-05-01 00:00:00.000,NULL,NULL,NULL,NULL,56.0000,2
20692,39413,Dark Edge,NULL,1993-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
20819,8028,Tom and Jerry: Frantic Antics!,NULL,1993-10-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
21122,165230,Sei Shoujo Sentai Lakers,"Akira Daidouji was just an ordinary teenager until one night he had a strange dream. When he woke up he was contacted by a mysterious stranger from another planet who told him that the Gadram Empire is attacking his homeland because they need the power of the so-called Laker Crystals to survive. Akira was chosen as the next guardian of the crystals. In order to defeat Galvan, the dark leader of Gadram, Akira has to discover five young girls with special powers and assemble a team for the upcoming battle.",1993-12-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
21321,46264,R.B.I. Baseball 4,NULL,1993-01-18 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
21392,39490,Chase Bombers,NULL,1993-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
21421,38419,Super Goal! 2,NULL,1993-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
21580,40840,European Soccer Challenge,NULL,1993-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
21601,38401,True Golf Classics: Wicked 18,NULL,1993-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
21613,48725,Barcode World,NULL,1993-01-18 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
21682,37780,Tsuppari Oozumou: Risshin Shusse-hen,NULL,1993-03-26 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
21750,49013,Sports Illustrated: Championship Football & Baseball,NULL,1993-11-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
21783,14252,American Poker,NULL,1993-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
22189,46415,My Paint: The Animated Paint Program,NULL,1993-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
22393,46236,Cyborg Justice,NULL,1993-02-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
22536,171236,Monopoly,NULL,1993-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
22762,46413,NFL's Greatest: San Francisco vs. Dallas 1978-1993,NULL,1993-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
22763,42274,Go! Go! Dodge League,NULL,1993-09-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
22931,40258,Mad Shark,NULL,1993-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
23184,45270,Kuni Chan no Game Tengoku Part 2,NULL,1993-01-18 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
23235,11917,Arnie 2,NULL,1993-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
23705,50263,Terminator 2: Judgment Day - Chess Wars,NULL,1993-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
24580,8202,Color a Dinosaur,NULL,1993-09-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
24954,45718,Nakajima Satoru Kanshuu: F1 Super License,NULL,1993-01-11 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
25214,12774,Stardust,NULL,1993-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
25349,11124,Ninja Baseball Bat Man,NULL,1993-09-01 00:00:00.000,NULL,NULL,NULL,NULL,70.0310,5
25462,40837,Gordo 106,"Gordo, the laboratory monkey, is free of cage 106, but his adventure of escape and revenge is just beginning. Even with super-monkey intelligence, he needs your help to explore the lab's six levels, freeing his captive friends and destroying evil scientists in his fight for freedom.",1993-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
25486,15848,Neugier: Umi to Kaze no Koudou,"Duke, the son of Count Wein of Neugier, was exiled from the country by his father a long time ago. Traveling in faraway lands, Duke heard that his homeland was under attack. He decided to return to Neugier. On the way his ship was attacked by pirates, lead by a mysterious demon named Ord. After he barely escaped the ship, Duke found his way into his father's castle. He realized now that the pirates' attack and the monsters roaming the castle are connected. Although his father doesn't trust him, Duke is determined to save Neugier.",1993-03-26 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
25489,14510,SEAL Team,NULL,1993-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
25569,12048,Disposable Hero,NULL,1993-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
25881,42278,Dynamic Stadium,NULL,1993-11-26 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
25890,38236,Death Brade,"Fight!

Win the tournament and take the throne. The kingdom will be yours. Win or die, there is no escaping the deathmatch! Fight on fearless warriors!",1993-06-16 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
26007,38209,Dolucky no Kusayakiu,NULL,1993-12-13 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
26180,42508,Kawasaki Caribbean Challenge,NULL,1993-07-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
26258,38258,Flying Hero: Bugyuru's Adventure,NULL,1993-01-18 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
26354,45709,International Rugby,NULL,1993-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
26361,42277,Final Stretch,NULL,1993-11-12 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
26420,128549,16 Zhang Mahjong II,NULL,1993-01-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
26725,42285,Shogi Furinkazan,NULL,1993-10-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
26891,6734,3 Count Bout,NULL,1993-01-23 00:00:00.000,NULL,NULL,NULL,NULL,78.5924,6
27344,37111,Fields of Glory,NULL,1993-01-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
27480,46569,Pyramid Adventures,NULL,1993-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
27511,106273,Bamse,"The story goes, that Skalman has invented a time machine and together with Bamse and Lille Skutt they travel 75 million years back in time to the age of the dinosaurs. But the mischievous Vargen sneaks along and kidnaps Skalman to his ""doomed castle"". Bamse must now free his friend so they can get back to their own time again.",1993-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
27513,37251,World Heroes 2,"Who is the strongest hero in history!? In order to solve this conundrum, a professor completed a time machine and used it to test the might of warriors from different ages. Unfortunately, he was unable to find an answer. A year later, six new heroes appear. Now, the largest battle of history is about to begin.",1993-01-04 00:00:00.000,NULL,NULL,NULL,NULL,69.9696,7
27535,2229,Star Trek: Judgment Rites,NULL,1993-12-31 00:00:00.000,2,NULL,NULL,NULL,88.9213,5
27545,46785,Sengoku 2,"The story given by SNK is as follows: 
 
""A time of Sengoku, it's the weak becoming the victims of the strong. It began when a monarch got evil powers. He awakened peacefully sleeping souls and used his power to control them. 
 
But there was hope for those who has everything taken away by the monarch. 
 
A princess looked into the future and predicted an evil monarch would be born and she knew a strong soldier would appear in the future. The princess called to the soldier with her whole spirit..!!""",1993-01-09 00:00:00.000,1,NULL,NULL,NULL,69.9387,7
27565,121244,Batman Returns,NULL,1993-01-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
27748,13067,Globdule,NULL,1993-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
27850,18635,Helious II,NULL,1993-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
28258,42402,Eric Cantona Football Challenge,NULL,1993-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
28298,1729,Wily & Right no RockBoard: That's Paradise,NULL,1993-01-15 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
28366,92413,Dynabusters,NULL,1993-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
28704,48533,Crayon Shin-Chan: Ora to Poi Poi,NULL,1993-08-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
28853,40856,Malibu Bikini Volleyball,NULL,1993-06-13 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
29037,70115,Universal Warrior,NULL,1993-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
29146,37684,J. League Greatest Eleven Soccer,NULL,1993-06-14 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
29436,45665,Battlemaniacs,NULL,1993-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
29514,5359,Anett Futatabi,NULL,1993-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
29527,44325,Dai Senpu,NULL,1993-01-14 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
29934,46329,Tengen World Cup Soccer,NULL,1993-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
30003,14317,Blastar,NULL,1993-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
30019,37933,Masters: Harukanaru Augusta 2,NULL,1993-09-22 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
30023,12546,Combat Air Patrol,NULL,1993-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
30513,14597,On the Bal: League Edition,NULL,1993-12-31 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
30812,38330,J.League Soccer: Prime Goal,NULL,1993-08-06 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
30849,46567,Scotland Yard Interactive,NULL,1993-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
